QID,Term,Morph,npmi,subword_mean,bert_static,sbert,fasttext,query_ctx,cls_masked
5,machine,machineful,0.1619131944053042,0.7679817080497742,0.7360959649085999,0.7086098194122314,0.178061842918396,0.7262856960296631,0.9326383471488952
5,machine,machineers,0.2090714113589696,0.6454905271530151,0.7952312231063843,0.7669644951820374,0.1979151368141174,0.7335017919540405,0.8524783253669739
5,machine,machines's,0.1847562111682308,0.5065823793411255,0.5727914571762085,0.7744346857070923,0.1550705134868621,0.5898140072822571,0.9387450218200684
5,machine,machineous,0.0914197274967871,0.7158625721931458,0.740604817867279,0.6809896230697632,0.1733092069625854,0.7142215371131897,0.911182940006256
5,machine,machiner's,0.1549599695879944,0.5582876801490784,0.6250609159469604,0.7624505162239075,0.0880402773618698,0.6484701633453369,0.9341446757316588
5,machine,machinered,0.3116188024772575,0.7221001982688904,0.728314220905304,0.7341818809509277,0.1074984073638916,0.7261600494384766,0.8987024426460266
5,machine,machinical,0.1915629025413115,0.4424578845500946,0.3815065026283264,0.4356448352336883,0.1670143455266952,0.5433732271194458,0.8810207843780518
5,machine,machinings,0.1959124549132062,0.4271276295185089,0.3958743810653686,0.4366814494132995,0.1324528008699417,0.504378616809845,0.7825443744659424
5,machine,machinisms,0.2090714113589696,0.3972192108631134,0.3933541774749756,0.4179538190364837,0.1297562271356582,0.4868602454662323,0.8313152194023132
5,machine,machinizes,0.2090714113589696,0.3406566977500915,0.3889741897583008,0.39872607588768,0.1418965011835098,0.4927833974361419,0.718655526638031
5,machine,machinized,0.1553274523105243,0.4581224918365478,0.3622690439224243,0.4374764561653137,0.1683224290609359,0.5463259816169739,0.866025447845459
5,machine,machinning,0.2193487643943593,0.3842006921768188,0.3446308970451355,0.4063596129417419,0.2405700981616974,0.4621715545654297,0.9101139307022096
5,machine,machinness,0.2090714113589696,0.3950657248497009,0.3322297930717468,0.3920250535011291,0.2631893455982208,0.4727810323238373,0.9346339106559752
5,machine,machination's,0.1554187183729408,0.3909936845302582,0.3520728349685669,0.4371691942214966,0.0310054719448089,0.5475979447364807,0.9363422393798828
5,machine,machinically,0.1918436414532599,0.3947514295578003,0.3892423510551452,0.3702461719512939,0.1707484573125839,0.53193598985672,0.7968270778656006
5,machine,machined,0.2585787483607804,0.5232107639312744,0.7788636684417725,0.7492972016334534,0.2727943658828735,0.7575057148933411,0.7402220368385315
5,machine,machinal,0.126140623339812,0.5505211353302002,0.3443768918514251,0.4466211199760437,0.2079239636659622,0.5700298547744751,0.9452175498008728
5,machine,machinic,0.2294546825592343,0.4517894685268402,0.3863615989685058,0.462921530008316,0.352784514427185,0.547106921672821,0.910253405570984
5,machine,machines,0.4598859140834344,0.840714693069458,0.7751204967498779,0.8591773509979248,0.8118191361427307,0.7765709757804871,0.9696250557899476
5,machine,machiner,0.275925134374572,0.6782885789871216,0.7965713143348694,0.7988427877426147,0.5410593152046204,0.8018513917922974,0.8861364126205444
5,machine,machin's,0.1661806463639415,0.400473952293396,0.3318616151809692,0.4206995069980621,0.1989465653896331,0.5485571622848511,0.934744656085968
5,machine,machinability,0.215827360666607,0.4609070420265198,0.3472801744937897,0.3445445299148559,0.1999116539955139,0.4845609068870544,0.8697255253791809
5,machine,machineabilities,0.2090714113589696,0.4493858218193054,0.5917797088623047,0.6838341951370239,0.1782235503196716,0.6264936923980713,0.8736702799797058
5,machine,machinibility,0.2090714113589696,0.4811727702617645,0.3609659373760223,0.3709845244884491,0.1707900017499923,0.515254557132721,0.8387489914894104
5,machine,machineability,0.1648103425948169,0.6228788495063782,0.7314846515655518,0.6471357345581055,0.1893446594476699,0.711590588092804,0.8678627610206604
5,machine,machin,0.318159582394209,0.497473269701004,0.3375083208084106,0.4201942682266235,0.6807506084442139,0.5671648383140564,0.945476233959198
7,samsung,samsung's,0.498295985159126,0.5821905136108398,0.7382587194442749,0.9076167345046996,0.4278677701950073,0.6909439563751221,0.8930859565734863
7,samsung,samsunged,0.3919360087120576,0.610303521156311,0.843867301940918,0.7675572633743286,0.3612056970596313,0.7753623127937317,0.9511743783950806
7,samsung,samsunge,0.2804010596411693,0.5402981042861938,0.8296383023262024,0.8425949215888977,0.3838684558868408,0.8157005310058594,0.9224814176559448
7,samsung,samsungs,0.420461267848041,0.6665775775909424,0.8465650081634521,0.9181878566741944,0.7843449115753174,0.8332589864730835,0.8929967880249023
7,samsung,samsungs's,0.2687437427713002,0.5372836589813232,0.6412069797515869,0.8527179956436157,0.4242765307426452,0.6005472540855408,0.8515843152999878
7,samsung,samsungers,0.2792083114151659,0.5793042182922363,0.8670399188995361,0.7609158754348755,0.3591921031475067,0.7749724388122559,0.9380376935005188
7,official,officiality,0.1328623561820541,0.5626349449157715,0.7349874973297119,0.6786272525787354,0.406939297914505,0.7414205074310303,0.9414568543434144
7,official,officialism,0.1140495746933442,0.4493107497692108,0.7445915937423706,0.5692400932312012,0.2513788640499115,0.7770505547523499,0.8415956497192383
7,official,officialing,0.0607916111061442,0.6554666757583618,0.7869292497634888,0.7240334749221802,0.2643878161907196,0.7514871954917908,0.9575760364532472
7,official,officialize,0.1014195035797914,0.7860415577888489,0.7109267711639404,0.6821990013122559,0.4221000969409942,0.7799884080886841,0.9730021357536316
7,official,officials's,0.1114014529071185,0.5029963254928589,0.4736721217632293,0.5610897541046143,0.1086124703288078,0.6140609383583069,0.923048198223114
7,official,officiant's,0.046802113239738,0.3667115569114685,0.3796990513801574,0.4057968258857727,0.1607571989297866,0.4714483320713043,0.8565229177474976
7,official,officiators,0.0380929931452004,0.3103934526443481,0.331510066986084,0.4002023041248321,0.2755036652088165,0.4288271963596344,0.7933639883995056
7,official,officiate's,0.0899103167977495,0.4449021816253662,0.3881133794784546,0.3863803744316101,0.0426832176744937,0.5167319178581238,0.9351552724838256
7,official,officiating,0.1042599315902654,0.2947468757629394,0.3179069459438324,0.4099954664707184,0.2449668794870376,0.4404272139072418,0.7741641402244568
7,official,officiation,0.0503129445530338,0.328249454498291,0.3287251591682434,0.4214596748352051,0.2845487296581268,0.4208039939403534,0.8487820625305176
